no,num1,num2,num3,num4,num5,num6,binus,winning_1,winning_2,winning_3,winning_4,winning_5
746,3,12,33,36,42,45,25,"2,038,623,709.00","52,723,027.00","1,606,059.00","50,000.00","5,000.00"
747,7,9,12,14,23,28,17,"1,903,214,584.00","48,386,812.00","1,287,696.00","50,000.00","5,000.00"
748,3,10,13,22,31,32,29,"1,928,246,542.00","49,023,218.00","1,493,222.00","50,000.00","5,000.00"
749,12,14,24,26,34,45,41,"1,350,104,395.00","45,706,660.00","1,473,666.00","50,000.00","5,000.00"
750,1,2,15,19,24,36,12,"2,522,104,286.00","66,873,978.00","1,653,994.00","50,000.00","5,000.00"
751,3,4,16,20,28,44,17,"2,097,968,110.00","40,540,447.00","1,265,743.00","50,000.00","5,000.00"
752,4,16,20,33,40,43,7,"1,870,358,834.00","37,407,177.00","1,377,966.00","50,000.00","5,000.00"
753,2,17,19,24,37,41,3,"2,711,105,063.00","46,743,191.00","1,401,813.00","50,000.00","5,000.00"
754,2,8,17,24,29,31,32,"3,427,542,000.00","57,125,700.00","1,538,947.00","50,000.00","5,000.00"
755,13,14,26,28,30,36,37,"2,214,427,266.00","54,677,217.00","1,600,309.00","50,000.00","5,000.00"
756,10,14,16,18,27,28,4,"3,414,434,700.00","53,686,081.00","1,524,846.00","50,000.00","5,000.00"
757,6,7,11,17,33,44,1,"739,839,858.00","38,079,993.00","974,573.00","50,000.00","5,000.00"
758,5,9,12,30,39,43,24,"2,078,969,954.00","43,999,365.00","1,277,401.00","50,000.00","5,000.00"
759,9,33,36,40,42,43,32,"3,032,670,500.00","68,924,330.00","1,722,130.00","50,000.00","5,000.00"
760,10,22,27,31,42,43,12,"2,253,299,391.00","66,764,427.00","1,717,782.00","50,000.00","5,000.00"
761,4,7,11,24,42,45,30,"2,392,730,518.00","53,683,057.00","1,305,058.00","50,000.00","5,000.00"
762,1,3,12,21,26,41,16,"1,631,432,063.00","51,302,896.00","1,330,261.00","50,000.00","5,000.00"
763,3,8,16,32,34,43,10,"2,138,130,000.00","63,352,000.00","1,412,006.00","50,000.00","5,000.00"
764,7,22,24,31,34,36,15,"2,459,975,465.00","65,226,623.00","1,504,178.00","50,000.00","5,000.00"
765,1,3,8,12,42,43,33,"1,109,214,250.00","51,352,512.00","1,307,419.00","50,000.00","5,000.00"
766,9,30,34,35,39,41,21,"2,173,637,297.00","70,687,392.00","1,671,386.00","50,000.00","5,000.00"
767,5,15,20,31,34,42,22,"1,163,768,725.00","63,248,301.00","1,527,256.00","50,000.00","5,000.00"
768,7,27,29,30,38,44,4,"1,363,572,260.00","55,743,521.00","1,597,841.00","50,000.00","5,000.00"
769,5,7,11,16,41,45,4,"1,930,760,042.00","52,657,093.00","1,476,117.00","50,000.00","5,000.00"
770,1,9,12,23,39,43,34,"2,163,099,329.00","38,455,100.00","1,252,882.00","50,000.00","5,000.00"
771,6,10,17,18,21,29,30,"4,362,644,907.00","59,355,714.00","1,415,984.00","50,000.00","5,000.00"
772,5,6,11,14,21,41,32,"1,769,608,838.00","55,648,077.00","1,455,032.00","50,000.00","5,000.00"
773,8,12,19,21,31,35,44,"1,609,403,080.00","50,871,937.00","1,409,061.00","50,000.00","5,000.00"
774,12,15,18,28,34,42,9,"1,709,721,512.00","52,241,491.00","1,602,500.00","50,000.00","5,000.00"
775,11,12,29,33,38,42,17,"3,470,437,650.00","78,163,011.00","1,682,392.00","50,000.00","5,000.00"
776,8,9,18,21,28,40,20,"2,557,579,393.00","59,676,853.00","1,491,176.00","50,000.00","5,000.00"
777,6,12,17,21,34,37,18,"833,468,036.00","44,199,063.00","1,208,926.00","50,000.00","5,000.00"
778,6,21,35,36,37,41,11,"6,264,069,500.00","46,746,788.00","1,809,379.00","50,000.00","5,000.00"
779,6,12,19,24,34,41,4,"1,527,709,296.00","42,436,370.00","1,118,978.00","50,000.00","5,000.00"
780,15,17,19,21,27,45,16,"1,667,520,137.00","67,936,006.00","1,818,632.00","50,000.00","5,000.00"
781,11,16,18,19,24,39,43,"1,882,891,542.00","54,314,180.00","1,435,861.00","50,000.00","5,000.00"
782,6,18,31,34,38,45,20,"1,946,487,625.00","59,586,356.00","1,426,347.00","50,000.00","5,000.00"
783,14,15,16,17,38,45,36,"4,603,964,625.00","85,258,605.00","1,642,221.00","50,000.00","5,000.00"
784,3,10,23,24,31,39,22,"1,908,678,000.00","56,137,589.00","1,268,506.00","50,000.00","5,000.00"
785,4,6,15,25,26,33,40,"2,886,622,688.00","52,484,049.00","1,463,805.00","50,000.00","5,000.00"
786,12,15,16,20,24,30,38,"4,551,365,250.00","31,606,704.00","1,470,080.00","50,000.00","5,000.00"
787,5,6,13,16,27,28,9,"3,092,108,313.00","60,629,575.00","1,321,979.00","50,000.00","5,000.00"
788,2,10,11,19,35,39,29,"1,401,475,154.00","43,378,993.00","1,345,384.00","50,000.00","5,000.00"
789,2,6,7,12,19,45,38,"1,140,976,825.00","40,749,173.00","1,170,473.00","50,000.00","5,000.00"
790,3,8,19,27,30,41,12,"1,160,516,274.00","52,452,713.00","1,280,394.00","50,000.00","5,000.00"
791,2,10,12,31,33,42,32,"1,253,081,893.00","76,943,625.00","1,213,219.00","50,000.00","5,000.00"
792,2,7,19,25,29,36,16,"2,655,736,768.00","47,667,071.00","1,582,411.00","50,000.00","5,000.00"
793,10,15,21,35,38,43,31,"3,750,146,775.00","51,231,514.00","1,529,674.00","50,000.00","5,000.00"
794,6,7,18,19,30,38,13,"2,650,940,304.00","68,728,082.00","1,186,331.00","50,000.00","5,000.00"
795,3,10,13,26,34,38,36,"1,714,977,000.00","50,711,686.00","1,297,617.00","50,000.00","5,000.00"
796,1,21,26,36,40,41,5,"2,763,490,340.00","70,088,524.00","1,678,331.00","50,000.00","5,000.00"
797,5,22,31,32,39,45,36,"2,397,028,125.00","94,001,103.00","1,710,941.00","50,000.00","5,000.00"
798,2,10,14,22,32,36,41,"2,710,791,911.00","52,709,843.00","1,488,979.00","50,000.00","5,000.00"
799,12,17,23,34,42,45,33,"1,826,427,225.00","54,357,954.00","1,357,737.00","50,000.00","5,000.00"
800,1,4,10,12,28,45,26,"1,632,246,205.00","58,675,518.00","1,373,315.00","50,000.00","5,000.00"
801,17,25,28,37,43,44,2,"2,256,786,657.00","59,000,959.00","1,505,278.00","50,000.00","5,000.00"
802,10,11,12,18,24,42,27,"1,082,947,993.00","43,102,408.00","1,308,501.00","50,000.00","5,000.00"
803,5,9,14,26,30,43,2,"3,663,810,225.00","61,063,504.00","1,458,059.00","50,000.00","5,000.00"
804,1,10,13,26,32,36,9,"1,631,996,523.00","61,061,095.00","1,460,935.00","50,000.00","5,000.00"
805,3,12,13,18,31,32,42,"4,266,061,969.00","53,661,157.00","1,370,623.00","50,000.00","5,000.00"
806,14,20,23,31,37,38,27,"2,640,760,875.00","54,050,662.00","1,665,345.00","50,000.00","5,000.00"
807,6,10,18,25,34,35,33,"2,437,662,322.00","48,202,363.00","1,226,365.00","50,000.00","5,000.00"
808,15,21,31,32,41,43,24,"3,087,620,500.00","67,122,185.00","1,573,711.00","50,000.00","5,000.00"
809,6,11,15,17,23,40,39,"2,921,372,750.00","52,167,371.00","1,340,695.00","50,000.00","5,000.00"
810,5,10,13,21,39,43,11,"2,231,598,047.00","46,491,626.00","1,449,325.00","50,000.00","5,000.00"
811,8,11,19,21,36,45,25,"2,524,148,197.00","60,098,767.00","1,369,057.00","50,000.00","5,000.00"
812,1,3,12,14,16,43,10,"2,947,954,750.00","43,352,276.00","1,491,880.00","50,000.00","5,000.00"
813,11,30,34,35,42,44,27,"4,591,763,157.00","71,190,127.00","1,700,654.00","50,000.00","5,000.00"
814,2,21,28,38,42,45,30,"3,067,192,063.00","58,984,463.00","1,673,319.00","50,000.00","5,000.00"
815,17,21,25,26,27,36,4,"2,579,855,358.00","77,175,161.00","1,767,371.00","50,000.00","5,000.00"
816,12,18,19,29,31,39,7,"2,128,107,938.00","42,350,407.00","1,374,747.00","50,000.00","5,000.00"
817,3,9,12,13,25,43,34,"1,868,477,334.00","51,902,149.00","1,355,279.00","50,000.00","5,000.00"
818,14,15,25,28,29,30,3,"1,380,804,318.00","76,711,351.00","1,621,541.00","50,000.00","5,000.00"
819,16,25,33,38,40,45,15,"2,594,534,840.00","61,774,640.00","1,527,995.00","50,000.00","5,000.00"
820,10,21,22,30,35,42,6,"4,627,313,532.00","51,414,595.00","1,552,530.00","50,000.00","5,000.00"
821,1,12,13,24,29,44,16,"1,316,155,956.00","55,836,920.00","1,462,396.00","50,000.00","5,000.00"
822,9,18,20,24,27,36,12,"5,930,898,625.00","37,537,334.00","1,377,357.00","50,000.00","5,000.00"
823,12,18,24,26,39,40,15,"2,009,843,917.00","49,422,392.00","1,283,972.00","50,000.00","5,000.00"
824,7,9,24,29,34,38,26,"1,256,646,550.00","61,600,322.00","1,491,746.00","50,000.00","5,000.00"
825,8,15,21,31,33,38,42,"1,658,710,563.00","62,592,852.00","1,475,065.00","50,000.00","5,000.00"
826,13,16,24,25,33,36,42,"2,075,192,084.00","66,229,535.00","1,394,619.00","50,000.00","5,000.00"
827,5,11,12,29,33,44,14,"1,206,500,375.00","65,570,673.00","1,427,474.00","50,000.00","5,000.00"
828,4,7,13,29,31,39,18,"1,455,185,972.00","50,853,274.00","1,602,085.00","50,000.00","5,000.00"
829,4,5,31,35,43,45,29,"2,444,650,641.00","72,434,094.00","1,774,379.00","50,000.00","5,000.00"
830,5,6,16,18,37,38,17,"2,060,528,750.00","38,634,915.00","1,442,948.00","50,000.00","5,000.00"
831,3,10,16,19,31,39,9,"1,110,702,258.00","48,555,290.00","1,113,486.00","50,000.00","5,000.00"
832,13,14,19,26,40,43,30,"2,088,204,584.00","52,205,115.00","1,465,750.00","50,000.00","5,000.00"
833,12,18,30,39,41,42,19,"2,356,317,282.00","59,278,423.00","1,615,299.00","50,000.00","5,000.00"
834,6,8,18,35,42,43,3,"1,690,693,671.00","65,949,044.00","1,575,804.00","50,000.00","5,000.00"
835,9,10,13,28,38,45,35,"1,233,681,125.00","53,175,911.00","1,337,469.00","50,000.00","5,000.00"
836,1,9,11,14,26,28,19,"1,257,843,670.00","47,338,203.00","1,316,130.00","50,000.00","5,000.00"
837,2,25,28,30,33,45,6,"3,144,449,125.00","66,903,173.00","1,562,848.00","50,000.00","5,000.00"
838,9,14,17,33,36,38,20,"3,813,733,050.00","46,736,925.00","1,431,582.00","50,000.00","5,000.00"
839,3,9,11,12,13,19,35,"1,359,454,904.00","61,364,284.00","1,105,663.00","50,000.00","5,000.00"
840,2,4,11,28,29,43,27,"2,042,961,788.00","66,763,458.00","1,496,676.00","50,000.00","5,000.00"
841,5,11,14,30,33,38,24,"1,116,095,714.00","35,934,900.00","1,269,989.00","50,000.00","5,000.00"
842,14,26,32,36,39,42,38,"2,035,475,025.00","80,772,819.00","1,663,786.00","50,000.00","5,000.00"
843,19,21,30,33,34,42,4,"4,012,970,100.00","64,310,419.00","1,670,401.00","50,000.00","5,000.00"
844,7,8,13,15,33,45,18,"1,162,963,542.00","47,793,023.00","1,450,080.00","50,000.00","5,000.00"
845,1,16,29,33,40,45,6,"1,891,217,182.00","61,914,849.00","1,701,292.00","50,000.00","5,000.00"
846,5,18,30,41,43,45,13,"1,596,884,395.00","50,143,713.00","1,732,557.00","50,000.00","5,000.00"
847,12,16,26,28,30,42,22,"2,520,846,657.00","84,028,222.00","1,375,821.00","50,000.00","5,000.00"
848,1,2,16,22,38,39,34,"3,011,580,858.00","83,655,024.00","1,665,961.00","50,000.00","5,000.00"
849,5,13,17,29,34,39,3,"1,158,252,883.00","58,602,081.00","1,223,608.00","50,000.00","5,000.00"
850,16,20,24,28,36,39,5,"3,377,587,875.00","61,410,689.00","1,669,594.00","50,000.00","5,000.00"
851,14,18,22,26,31,44,40,"2,483,692,313.00","47,308,425.00","1,576,197.00","50,000.00","5,000.00"
852,11,17,28,30,33,35,9,"4,801,543,407.00","47,776,552.00","1,375,013.00","50,000.00","5,000.00"
853,2,8,23,26,27,44,13,"2,885,006,786.00","37,398,237.00","1,667,910.00","50,000.00","5,000.00"
854,20,25,31,32,36,43,3,"3,421,706,750.00","77,766,063.00","1,834,696.00","50,000.00","5,000.00"
855,8,15,17,19,43,44,7,"2,269,510,500.00","55,807,636.00","1,683,614.00","50,000.00","5,000.00"
856,10,24,40,41,43,44,17,"3,977,927,550.00","62,546,031.00","1,700,842.00","50,000.00","5,000.00"
857,6,10,16,28,34,38,43,"1,284,915,425.00","51,811,106.00","1,357,114.00","50,000.00","5,000.00"
858,9,13,32,38,39,43,23,"2,202,347,459.00","80,573,688.00","1,592,059.00","50,000.00","5,000.00"
859,8,22,35,38,39,41,24,"1,853,927,489.00","66,644,453.00","1,793,598.00","50,000.00","5,000.00"
860,4,8,18,25,27,32,42,"1,879,899,825.00","50,534,942.00","1,339,533.00","50,000.00","5,000.00"
861,11,17,19,21,22,25,24,"4,872,108,844.00","49,970,348.00","1,439,749.00","50,000.00","5,000.00"
862,10,34,38,40,42,43,32,"2,190,922,709.00","52,164,827.00","1,609,395.00","50,000.00","5,000.00"
863,16,21,28,35,39,43,12,"2,853,357,322.00","52,014,327.00","1,630,224.00","50,000.00","5,000.00"
864,3,7,10,13,25,36,32,"1,716,553,637.00","49,172,110.00","1,275,645.00","50,000.00","5,000.00"
865,3,15,22,32,33,45,2,"1,551,729,145.00","64,655,382.00","1,619,499.00","50,000.00","5,000.00"
866,9,15,29,34,37,39,12,"2,240,409,000.00","49,420,787.00","1,651,408.00","50,000.00","5,000.00"
867,14,17,19,22,24,40,41,"3,933,755,250.00","57,511,042.00","1,507,186.00","50,000.00","5,000.00"
868,12,17,28,41,43,44,25,"3,233,804,250.00","53,013,185.00","1,502,698.00","50,000.00","5,000.00"
869,2,6,20,27,37,39,4,"1,922,582,588.00","57,219,720.00","1,449,912.00","50,000.00","5,000.00"
870,21,25,30,32,40,42,31,"1,928,842,988.00","66,973,715.00","1,581,279.00","50,000.00","5,000.00"
871,2,6,12,26,30,34,38,"2,718,071,358.00","51,984,972.00","1,421,374.00","50,000.00","5,000.00"
872,2,4,30,32,33,43,29,"1,262,705,579.00","73,200,324.00","1,668,591.00","50,000.00","5,000.00"
873,3,5,12,13,33,39,38,"1,874,553,225.00","45,944,932.00","1,315,476.00","50,000.00","5,000.00"
874,1,15,19,23,28,42,32,"1,117,123,917.00","49,284,879.00","1,496,149.00","50,000.00","5,000.00"
875,19,22,30,34,39,44,36,"1,415,946,724.00","100,117,446.00","1,450,341.00","50,000.00","5,000.00"
876,5,16,21,26,34,42,24,"1,090,657,856.00","58,538,134.00","1,423,054.00","50,000.00","5,000.00"
877,5,17,18,22,23,43,12,"1,716,607,188.00","45,776,192.00","1,584,317.00","50,000.00","5,000.00"
878,2,6,11,16,25,31,3,"3,207,993,500.00","46,492,660.00","1,079,769.00","50,000.00","5,000.00"
879,1,4,10,14,15,35,20,"3,206,361,313.00","41,641,057.00","1,236,069.00","50,000.00","5,000.00"
880,7,17,19,23,24,45,38,"2,837,810,465.00","63,668,825.00","1,419,717.00","50,000.00","5,000.00"
881,4,18,20,26,27,32,9,"2,503,212,282.00","49,815,170.00","1,524,722.00","50,000.00","5,000.00"
882,18,34,39,43,44,45,23,"4,127,270,400.00","78,168,000.00","1,651,966.00","50,000.00","5,000.00"
883,9,18,32,33,37,44,22,"1,360,519,525.00","52,327,675.00","1,340,150.00","50,000.00","5,000.00"
884,4,14,23,28,37,45,17,"1,799,077,282.00","48,623,711.00","1,630,338.00","50,000.00","5,000.00"
885,1,3,24,27,39,45,31,"1,543,832,568.00","59,731,618.00","1,467,737.00","50,000.00","5,000.00"
886,19,23,28,37,42,45,2,"2,974,643,786.00","58,820,640.00","1,621,691.00","50,000.00","5,000.00"
887,8,14,17,27,36,45,10,"2,535,268,688.00","51,217,550.00","1,415,561.00","50,000.00","5,000.00"
888,3,7,12,31,34,38,32,"2,370,359,204.00","53,567,440.00","1,288,414.00","50,000.00","5,000.00"
889,3,13,29,38,39,42,26,"2,108,986,950.00","58,582,971.00","1,503,413.00","50,000.00","5,000.00"
890,1,4,14,18,29,37,6,"2,335,486,167.00","60,400,505.00","1,474,424.00","50,000.00","5,000.00"
891,9,13,28,31,39,41,19,"3,082,673,947.00","46,707,182.00","1,472,147.00","50,000.00","5,000.00"
892,4,9,17,18,26,42,36,"1,282,017,464.00","46,569,011.00","1,340,858.00","50,000.00","5,000.00"
893,1,15,17,23,25,41,10,"2,377,433,625.00","61,485,353.00","1,687,720.00","50,000.00","5,000.00"
894,19,32,37,40,41,43,45,"2,377,935,959.00","63,694,714.00","1,530,204.00","50,000.00","5,000.00"
895,16,26,31,38,39,41,23,"1,928,079,219.00","66,485,491.00","1,402,240.00","50,000.00","5,000.00"
896,5,12,25,26,38,45,23,"3,053,222,036.00","77,436,791.00","1,377,453.00","50,000.00","5,000.00"
897,6,7,12,22,26,36,29,"1,619,922,520.00","56,610,196.00","1,463,650.00","50,000.00","5,000.00"
898,18,21,28,35,37,42,17,"2,639,313,235.00","62,840,792.00","1,086,138.00","50,000.00","5,000.00"
899,8,19,20,21,33,39,37,"3,359,356,063.00","63,384,077.00","1,398,567.00","50,000.00","5,000.00"
900,7,13,16,18,35,38,14,"3,349,851,375.00","65,683,361.00","1,404,550.00","50,000.00","5,000.00"
901,5,18,20,23,30,34,21,"2,267,974,667.00","50,775,553.00","1,473,987.00","50,000.00","5,000.00"
902,7,19,23,24,36,39,30,"1,619,317,529.00","52,365,990.00","1,479,141.00","50,000.00","5,000.00"
903,2,15,16,21,22,28,45,"1,684,582,212.00","74,488,330.00","1,575,963.00","50,000.00","5,000.00"
904,2,6,8,26,43,45,11,"2,718,077,813.00","39,392,433.00","1,550,751.00","50,000.00","5,000.00"
905,3,4,16,27,38,40,20,"3,017,862,536.00","45,725,190.00","1,332,138.00","50,000.00","5,000.00"
906,2,5,14,28,31,32,20,"2,472,607,250.00","58,871,602.00","1,565,602.00","50,000.00","5,000.00"
907,21,27,29,38,40,44,37,"3,165,059,036.00","55,112,969.00","1,605,465.00","50,000.00","5,000.00"
908,3,16,21,22,23,44,30,"2,834,856,141.00","66,312,425.00","1,749,102.00","50,000.00","5,000.00"
909,7,24,29,30,34,35,33,"2,021,062,875.00","58,814,000.00","1,599,863.00","50,000.00","5,000.00"
910,1,11,17,27,35,39,31,"941,316,375.00","45,758,435.00","1,222,943.00","50,000.00","5,000.00"
911,4,5,12,14,32,42,35,"2,113,538,625.00","60,733,869.00","1,370,115.00","50,000.00","5,000.00"
912,5,8,18,21,22,38,10,"1,493,500,581.00","49,783,353.00","1,368,212.00","50,000.00","5,000.00"
913,6,14,16,21,27,37,40,"1,338,755,602.00","54,091,136.00","1,447,108.00","50,000.00","5,000.00"
914,16,19,24,33,42,44,27,"1,950,005,557.00","65,000,186.00","1,382,983.00","50,000.00","5,000.00"
915,2,6,11,13,22,37,14,"3,518,640,500.00","55,851,437.00","1,444,434.00","50,000.00","5,000.00"
916,6,21,22,32,35,36,17,"2,025,384,341.00","53,045,781.00","1,700,186.00","50,000.00","5,000.00"
917,1,3,23,24,27,43,34,"2,144,799,638.00","76,056,725.00","1,581,711.00","50,000.00","5,000.00"
918,7,11,12,31,33,38,5,"1,117,622,646.00","38,986,837.00","1,233,580.00","50,000.00","5,000.00"
919,9,14,17,18,42,44,35,"4,305,150,450.00","64,064,739.00","1,411,896.00","50,000.00","5,000.00"
920,2,3,26,33,34,43,29,"3,120,260,197.00","68,684,973.00","1,550,385.00","50,000.00","5,000.00"
921,5,7,12,22,28,41,1,"1,232,573,405.00","48,504,047.00","1,302,123.00","50,000.00","5,000.00"
922,2,6,13,17,27,43,36,"3,417,904,500.00","38,403,422.00","1,188,423.00","50,000.00","5,000.00"
923,3,17,18,23,36,41,26,"2,667,554,625.00","63,513,206.00","1,496,945.00","50,000.00","5,000.00"
924,3,11,34,42,43,44,13,"2,382,430,667.00","51,791,972.00","1,625,863.00","50,000.00","5,000.00"
925,13,24,32,34,39,42,4,"1,771,080,532.00","52,090,604.00","1,516,986.00","50,000.00","5,000.00"
926,10,16,18,20,25,31,6,"2,032,490,663.00","47,048,395.00","1,158,907.00","50,000.00","5,000.00"
927,4,15,22,38,41,43,26,"3,714,203,875.00","58,955,618.00","1,593,396.00","50,000.00","5,000.00"
928,3,4,10,20,28,44,30,"3,134,591,358.00","45,148,436.00","1,385,761.00","50,000.00","5,000.00"
929,7,9,12,15,19,23,4,"1,308,035,157.00","38,330,701.00","1,151,947.00","50,000.00","5,000.00"
930,8,21,25,38,39,44,28,"2,832,418,829.00","68,664,699.00","1,360,432.00","50,000.00","5,000.00"
931,14,15,23,25,35,43,32,"2,957,108,063.00","73,015,014.00","1,518,803.00","50,000.00","5,000.00"
932,1,6,15,36,37,38,5,"3,390,022,983.00","61,797,294.00","1,634,309.00","50,000.00","5,000.00"
933,23,27,29,31,36,45,37,"2,927,797,079.00","61,963,960.00","1,762,407.00","50,000.00","5,000.00"
934,1,3,30,33,36,39,12,"5,765,772,844.00","58,240,130.00","1,629,440.00","50,000.00","5,000.00"
935,4,10,20,32,38,44,18,"1,711,055,424.00","30,894,057.00","1,263,992.00","50,000.00","5,000.00"
936,7,11,13,17,18,29,43,"1,492,069,179.00","45,214,218.00","1,215,606.00","50,000.00","5,000.00"
937,2,10,13,22,29,40,26,"2,058,420,819.00","66,206,518.00","1,521,683.00","50,000.00","5,000.00"
938,4,8,10,16,31,36,9,"2,249,466,563.00","58,579,859.00","1,481,277.00","50,000.00","5,000.00"
939,4,11,28,39,42,45,6,"1,708,363,039.00","55,245,571.00","1,380,110.00","50,000.00","5,000.00"
940,3,15,20,22,24,41,11,"2,846,071,079.00","74,407,088.00","1,629,353.00","50,000.00","5,000.00"
941,12,14,25,27,39,40,35,"1,347,297,422.00","41,296,473.00","1,097,037.00","50,000.00","5,000.00"
942,10,12,18,35,42,43,39,"3,761,680,313.00","72,340,007.00","1,521,101.00","50,000.00","5,000.00"
943,1,8,13,36,44,45,39,"3,435,045,108.00","54,156,117.00","1,472,283.00","50,000.00","5,000.00"
944,2,13,16,19,32,33,42,"1,961,836,356.00","53,805,639.00","1,390,464.00","50,000.00","5,000.00"
945,9,10,15,30,33,37,26,"1,765,554,491.00","53,878,424.00","1,536,293.00","50,000.00","5,000.00"
946,9,18,19,30,34,40,20,"2,157,656,182.00","55,714,127.00","1,341,371.00","50,000.00","5,000.00"
947,3,8,17,20,27,35,26,"1,275,855,750.00","65,992,539.00","1,202,881.00","50,000.00","5,000.00"
948,13,18,30,31,38,41,5,"2,188,548,716.00","44,581,548.00","1,381,184.00","50,000.00","5,000.00"
949,14,21,35,36,40,44,30,"2,458,569,713.00","63,040,250.00","1,579,652.00","50,000.00","5,000.00"
950,3,4,15,22,28,40,10,"3,281,920,500.00","65,311,851.00","1,516,249.00","50,000.00","5,000.00"
951,2,12,30,31,39,43,38,"1,747,552,661.00","56,633,652.00","1,402,692.00","50,000.00","5,000.00"
952,4,12,22,24,33,41,38,"2,713,699,834.00","43,769,353.00","1,339,438.00","50,000.00","5,000.00"
953,7,9,22,27,37,42,34,"1,640,636,009.00","37,530,890.00","1,169,616.00","50,000.00","5,000.00"
954,1,9,26,28,30,41,32,"2,478,795,900.00","64,551,977.00","1,554,884.00","50,000.00","5,000.00"
955,4,9,23,26,29,33,8,"2,023,170,188.00","56,990,710.00","1,526,921.00","50,000.00","5,000.00"
956,10,11,20,21,25,41,40,"2,022,982,671.00","27,270,600.00","1,214,806.00","50,000.00","5,000.00"
957,4,15,24,35,36,40,1,"2,126,634,137.00","63,915,234.00","1,375,249.00","50,000.00","5,000.00"
958,2,9,10,16,35,37,1,"1,596,119,675.00","59,556,705.00","1,615,506.00","50,000.00","5,000.00"
959,1,14,15,24,40,41,35,"3,015,312,891.00","53,605,563.00","1,606,882.00","50,000.00","5,000.00"
960,2,18,24,30,32,45,14,"2,401,133,213.00","71,462,298.00","1,557,762.00","50,000.00","5,000.00"
961,11,20,29,31,33,42,43,"2,575,231,209.00","52,915,710.00","1,422,256.00","50,000.00","5,000.00"
962,1,18,28,31,34,43,40,"1,940,906,094.00","53,175,510.00","1,503,996.00","50,000.00","5,000.00"
963,6,12,19,23,34,42,35,"1,476,478,125.00","54,282,285.00","1,176,665.00","50,000.00","5,000.00"
964,6,21,36,38,39,43,30,"2,345,861,063.00","75,187,855.00","1,597,781.00","50,000.00","5,000.00"
965,2,13,25,28,29,36,34,"3,403,348,929.00","86,316,821.00","1,662,024.00","50,000.00","5,000.00"
966,1,21,25,29,34,37,36,"2,411,303,513.00","80,376,784.00","1,708,691.00","50,000.00","5,000.00"
967,1,6,13,37,38,40,9,"5,809,776,094.00","56,133,103.00","1,564,923.00","50,000.00","5,000.00"
